BatchId,EntryId,PartNo,PartName,TechId,TechName,ShiftId,ShiftName,TeamId,TeamName,EntryStartTime,EntryEndTime,TAGNAME,TAGDESCRIPTION,VALUE,MYTIME
1911TG####026,1911TG####026_YP5B,451212000,泰山(华贵)烟丝,LAC5,叶片加料-5K,3,晚班,2,乙班,2019/11/14 22:22,2019/11/14 23:09,T_LAC5_BEL_TbcLeafFlowStdDv,润叶加料烟叶流量标准偏差,119.8067429,10:05.0
1911TG####026,1911TG####026_YP5B,451212000,泰山(华贵)烟丝,LAC5,叶片加料-5K,3,晚班,2,乙班,2019/11/14 22:22,2019/11/14 23:09,T_LAC5_ADD_CstLiqdFlowStdDv,润叶加料料液流量标准偏差,0.1224573,10:08.0
1911THJ###029,1911THJ###029_YP9A,451217000,泰山(红将军)烟丝,LAC,叶片加料-9K,3,晚班,2,乙班,2019/11/14 23:18,2019/11/14 23:56,T_LAC9_ADD_CstLiqdFlowStdDv,润叶加料料液流量标准偏差,0.15354005,57:11.0
1911THJ###029,1911THJ###029_YP9A,451217000,泰山(红将军)烟丝,LAC,叶片加料-9K,3,晚班,2,乙班,2019/11/14 23:18,2019/11/14 23:56,T_LAC9_BEL_TbcLeafFlowStdDv,润叶加料烟叶流量标准偏差,147.9675499,57:08.0
1911TH####025,1911TH####025_YP5A,451211000,泰山(宏图)烟丝,LAC5,叶片加料-5K,3,晚班,2,乙班,2019/11/14 23:27,2019/11/15 0:33,T_LAC5_ADD_CstLiqdFlowStdDv,润叶加料料液流量标准偏差,0.15799404,33:51.0
1911TH####025,1911TH####025_YP5A,451211000,泰山(宏图)烟丝,LAC5,叶片加料-5K,3,晚班,2,乙班,2019/11/14 23:27,2019/11/15 0:33,T_LAC5_BEL_TbcLeafFlowStdDv,润叶加料烟叶流量标准偏差,65.58224842,33:48.0
1911THJ###029,1911THJ###029_YP9B,451217000,泰山(红将军)烟丝,LAC,叶片加料-9K,3,晚班,2,乙班,2019/11/15 0:06,2019/11/15 0:42,T_LAC9_ADD_CstLiqdFlowStdDv,润叶加料料液流量标准偏差,0.18272335,42:33.0
1911THJ###029,1911THJ###029_YP9B,451217000,泰山(红将军)烟丝,LAC,叶片加料-9K,3,晚班,2,乙班,2019/11/15 0:06,2019/11/15 0:42,T_LAC9_BEL_TbcLeafFlowStdDv,润叶加料烟叶流量标准偏差,174.6350304,42:30.0
1911THJ###030,1911THJ###030_YP9A,451217000,泰山(红将军)烟丝,LAC,叶片加料-9K,3,晚班,2,乙班,2019/11/15 1:09,2019/11/15 1:31,T_LAC9_BEL_TbcLeafFlowStdDv,润叶加料烟叶流量标准偏差,11.01697526,31:53.0
1911THJ###030,1911THJ###030_YP9A,451217000,泰山(红将军)烟丝,LAC,叶片加料-9K,3,晚班,2,乙班,2019/11/15 1:09,2019/11/15 1:31,T_LAC9_ADD_CstLiqdFlowStdDv,润叶加料料液流量标准偏差,0.11109531,33:01.0
1911TH####026,1911TH####026_YP5A,451211000,泰山(宏图)烟丝,LAC5,叶片加料-5K,3,晚班,2,乙班,2019/11/15 0:53,2019/11/15 1:56,T_LAC5_ADD_CstLiqdFlowStdDv,润叶加料料液流量标准偏差,0.15405192,56:27.0
1911TH####026,1911TH####026_YP5A,451211000,泰山(宏图)烟丝,LAC5,叶片加料-5K,3,晚班,2,乙班,2019/11/15 0:53,2019/11/15 1:56,T_LAC5_BEL_TbcLeafFlowStdDv,润叶加料烟叶流量标准偏差,106.8095576,56:25.0
1911THJ###030,1911THJ###030_YP9B,451217000,泰山(红将军)烟丝,LAC,叶片加料-9K,3,晚班,2,乙班,2019/11/15 1:42,2019/11/15 2:22,T_LAC9_BEL_TbcLeafFlowStdDv,润叶加料烟叶流量标准偏差,250.7458293,23:26.0
