"KZS5\加权平均湿度 Time;""KZS5\加权平均湿度 ValueY"""
2019/12/31 11:24:58;70.1215209960938
2019/12/31 11:26:58;70.2025451660156
2019/12/31 11:28:58;70.1041641235352
2019/12/31 11:30:58;70.1446762084961
2019/12/31 11:32:58;70.1099624633789
2019/12/31 11:34:58;70.2025451660156
2019/12/31 11:36:58;70
2019/12/31 11:38:58;69.7800903320313
2019/12/31 11:40:58;70.0057830810547
2019/12/31 11:42:58;70.4513931274414
2019/12/31 11:44:58;70.7928237915039
2019/12/31 11:46:58;70.6597137451172
2019/12/31 11:48:58;70.9837951660156
2019/12/31 11:50:58;71.25
2019/12/31 11:52:58;71.3946762084961
2019/12/31 11:54:58;71.4756927490234
2019/12/31 11:56:58;71.9328689575195
2019/12/31 11:58:58;72.03125
2019/12/31 12:00:58;72.5115737915039
2019/12/31 12:02:58;72.4363403320313
2019/12/31 12:04:58;72.5868072509766
2019/12/31 12:06:58;73.4027862548828
2019/12/31 12:08:58;73.4375
2019/12/31 12:10:58;73.7963027954102
2019/12/31 12:12:58;73.6516265869141
2019/12/31 12:14:58;73.125
2019/12/31 12:16:58;73.0034713745117
2019/12/31 12:18:58;72.8530044555664
2019/12/31 12:20:58;72.6909637451172
2019/12/31 12:22:58;72.5752334594727
2019/12/31 12:24:58;72.5810165405273
2019/12/31 12:26:58;72.5057830810547
2019/12/31 12:28:58;72.2800903320313
2019/12/31 12:30:58;72.5462951660156
2019/12/31 12:32:58;72.3206024169922
2019/12/31 12:34:58;72.5463027954102
2019/12/31 12:36:58;72.7141265869141
2019/12/31 12:38:58;72.8009262084961
2019/12/31 12:40:58;72.8067169189453
2019/12/31 12:42:58;72.8761596679688
2019/12/31 12:44:58;73.0208282470703
2019/12/31 12:46:58;73.0324096679688
2019/12/31 12:48:58;73.2118072509766
2019/12/31 12:50:58;73.2581024169922
2019/12/31 12:52:58;73.3043975830078
2019/12/31 12:54:58;73.3101959228516
2019/12/31 12:56:58;72.939811706543
2019/12/31 12:58:58;73.2407455444336
2019/12/31 13:00:58;73.1481552124023
2019/12/31 13:02:58;72.6388931274414
2019/12/31 13:04:58;72.5578689575195
2019/12/31 13:06:58;72.0949096679688
2019/12/31 13:08:58;71.9965286254883
2019/12/31 13:10:58;71.7013931274414
2019/12/31 13:12:58;71.4236145019531
2019/12/31 13:14:58;71.0069427490234
2019/12/31 13:16:58;70.9432830810547
2019/12/31 13:18:58;70.6134262084961
2019/12/31 13:20:58;70.4340286254883
2019/12/31 13:22:58;70.3125
2019/12/31 13:24:58;70.2314834594727
2019/12/31 13:26:58;70.5381927490234
2019/12/31 13:28:58;70.5439834594727
2019/12/31 13:30:58;70.2546234130859
2019/12/31 13:32:58;70.4340286254883
2019/12/31 13:34:58;70.3935165405273
2019/12/31 13:36:58;70.4456024169922
2019/12/31 13:38:58;70.6481475830078
