"室外温度 Time;""室外温度 ValueY"";""室外湿度 Time"";""室外湿度 ValueY"""
2020/3/16 16:53:16;9.94791603088379;2020/3/16 16:53:16;53.125
2020/3/16 17:13:16;9.8032398223877;2020/3/16 17:13:16;55.8159713745117
2020/3/16 17:33:16;9.71643447875977;2020/3/16 17:33:16;56.3368072509766
2020/3/16 17:53:16;9.62962913513184;2020/3/16 17:53:16;57.2627296447754
2020/3/16 18:13:16;9.62962913513184;2020/3/16 18:13:16;58.2175903320313
2020/3/16 18:33:16;9.25347137451172;2020/3/16 18:33:16;61.2268524169922
2020/3/16 18:53:16;9.5717601776123;2020/3/16 18:53:16;60.185188293457
2020/3/16 19:13:16;9.36921501159668;2020/3/16 19:13:16;62.8182907104492
2020/3/16 19:33:16;9.13772964477539;2020/3/16 19:33:16;65.0173568725586
2020/3/16 19:53:16;8.99305534362793;2020/3/16 19:53:16;66.0879592895508
2020/3/16 20:13:16;9.05092620849609;2020/3/16 20:13:16;68.6053237915039
2020/3/16 20:33:16;9.07986068725586;2020/3/16 20:33:16;69.9942092895508
2020/3/16 20:53:16;9.05092620849609;2020/3/16 20:53:16;70.0810165405273
2020/3/16 21:13:16;9.13772964477539;2020/3/16 21:13:16;71.3541717529297
2020/3/16 21:33:16;9.34027862548828;2020/3/16 21:33:16;71.7303237915039
2020/3/16 21:53:16;9.65856552124023;2020/3/16 21:53:16;70.341438293457
2020/3/16 22:13:16;9.34027862548828;2020/3/16 22:13:16;69.4733810424805
2020/3/16 22:33:16;9.22453498840332;2020/3/16 22:33:16;72.0196762084961
2020/3/16 22:53:16;9.36921501159668;2020/3/16 22:53:16;73.6400451660156
2020/3/16 23:13:16;9.22453498840332;2020/3/16 23:13:16;73.0324096679688
2020/3/16 23:33:16;9.10879516601563;2020/3/16 23:33:16;73.9004592895508
2020/3/16 23:53:16;9.05092620849609;2020/3/16 23:53:16;74.247688293457
2020/3/17 0:13:16;9.07986068725586;2020/3/17 0:13:16;73.2060165405273
2020/3/17 0:33:16;9.13772964477539;2020/3/17 0:33:16;72.3958282470703
2020/3/17 0:53:16;9.48495483398438;2020/3/17 0:53:16;70.341438293457
2020/3/17 1:13:16;9.5717601776123;2020/3/17 1:13:16;69.7337951660156
2020/3/17 1:33:16;9.77430534362793;2020/3/17 1:33:16;67.7372665405273
2020/3/17 1:53:16;9.54282379150391;2020/3/17 1:53:16;68.4027786254883
2020/3/17 2:13:16;9.54282379150391;2020/3/17 2:13:16;67.6793975830078
2020/3/17 2:33:16;9.5717601776123;2020/3/17 2:33:16;67.1006927490234
2020/3/17 2:53:16;9.71643447875977;2020/3/17 2:53:16;65.4513931274414
2020/3/17 3:13:16;9.97685050964355;2020/3/17 3:13:16;65.2488403320313
2020/3/17 3:33:16;9.54282379150391;2020/3/17 3:33:16;65.5381927490234
2020/3/17 3:53:16;10.1215286254883;2020/3/17 3:53:16;64.5254592895508
2020/3/17 4:13:16;9.6875;2020/3/17 4:13:16;63.3969917297363
2020/3/17 4:33:16;9.36921501159668;2020/3/17 4:33:16;63.9467582702637
2020/3/17 4:53:16;9.77430534362793;2020/3/17 4:53:16;64.2939834594727
2020/3/17 5:13:16;9.5717601776123;2020/3/17 5:13:16;62.6736106872559
2020/3/17 5:33:16;9.71643447875977;2020/3/17 5:33:16;62.3553199768066
2020/3/17 5:53:16;9.42708396911621;2020/3/17 5:53:16;62.1817092895508
2020/3/17 6:13:16;9.36921501159668;2020/3/17 6:13:16;63.6574096679688
2020/3/17 6:33:16;9.07986068725586;2020/3/17 6:33:16;64.2361068725586
2020/3/17 6:53:16;9.22453498840332;2020/3/17 6:53:16;64.2939834594727
2020/3/17 7:13:16;9.42708396911621;2020/3/17 7:13:16;63.6863403320313
2020/3/17 7:33:16;10.2372703552246;2020/3/17 7:33:16;62.9629592895508
2020/3/17 7:53:16;12.1759262084961;2020/3/17 7:53:16;55.8449096679688
2020/3/17 8:13:16;13.6226844787598;2020/3/17 8:13:16;50.6365699768066
2020/3/17 8:33:16;14.2881965637207;2020/3/17 8:33:16;49.21875
2020/3/17 8:53:16;14.5486106872559;2020/3/17 8:53:16;46.4409713745117
2020/3/17 9:13:16;15.1273155212402;2020/3/17 9:13:16;44.1550941467285
2020/3/17 9:33:16;16.6030082702637;2020/3/17 9:33:16;40.8564796447754
2020/3/17 9:53:16;17.0081024169922;2020/3/17 9:53:16;41.9270858764648
2020/3/17 10:13:16;17.5868034362793;2020/3/17 10:13:16;40.1909713745117
2020/3/17 10:33:16;17.7893524169922;2020/3/17 10:33:16;38.3680534362793
2020/3/17 10:53:16;17.7604141235352;2020/3/17 10:53:16;37.037036895752
2020/3/17 11:13:16;18.599536895752;2020/3/17 11:13:16;34.4039344787598
2020/3/17 11:33:16;18.7731475830078;2020/3/17 11:33:16;31.5104160308838
2020/3/17 11:53:16;18.8888893127441;2020/3/17 11:53:16;28.5590286254883
2020/3/17 12:13:16;18.7731475830078;2020/3/17 12:13:16;23.6979179382324
2020/3/17 12:33:16;19.4965286254883;2020/3/17 12:33:16;26.0127296447754
2020/3/17 12:53:16;19.6412048339844;2020/3/17 12:53:16;22.7719898223877
2020/3/17 13:13:16;20.0752296447754;2020/3/17 13:13:16;23.0324077606201
2020/3/17 13:33:16;20.3645858764648;2020/3/17 13:33:16;20.2256946563721
2020/3/17 13:53:16;20.6828689575195;2020/3/17 13:53:16;20.1678237915039
2020/3/17 14:13:16;20.3935203552246;2020/3/17 14:13:16;20.6018524169922
2020/3/17 14:33:16;20.5092582702637;2020/3/17 14:33:16;19.6469898223877
2020/3/17 14:53:16;20.3645858764648;2020/3/17 14:53:16;18.8657398223877
2020/3/17 15:13:16;20.8275451660156;2020/3/17 15:13:16;20.1099529266357
2020/3/17 15:33:16;20.7118034362793;2020/3/17 15:33:16;20.6886577606201
2020/3/17 15:53:16;19.8148155212402;2020/3/17 15:53:16;28.0671291351318
2020/3/17 16:13:16;17.9050941467285;2020/3/17 16:13:16;33.59375
2020/3/17 16:33:16;17.6446762084961;2020/3/17 16:33:16;33.7384262084961
2020/3/17 16:53:16;17.6157417297363;2020/3/17 16:53:16;33.1597213745117
2020/3/17 17:13:16;17.6736106872559;2020/3/17 17:13:16;33.7094917297363
2020/3/17 17:33:16;17.3553237915039;2020/3/17 17:33:16;34.3460655212402
2020/3/17 17:53:16;17.0081024169922;2020/3/17 17:53:16;35.8506965637207
2020/3/17 18:13:16;16.4872703552246;2020/3/17 18:13:16;38.1076393127441
2020/3/17 18:33:16;15.9085655212402;2020/3/17 18:33:16;37.1527786254883
2020/3/17 18:53:16;15.6481475830078;2020/3/17 18:53:16;41.8113441467285
2020/3/17 19:13:16;14.9247703552246;2020/3/17 19:13:16;43.0266189575195
2020/3/17 19:33:16;14.6354141235352;2020/3/17 19:33:16;42.4479141235352
2020/3/17 19:53:16;14.7222213745117;2020/3/17 19:53:16;40.1041641235352
2020/3/17 20:13:16;14.4618034362793;2020/3/17 20:13:16;37.962963104248
2020/3/17 20:33:16;14.0277786254883;2020/3/17 20:33:16;40.2777786254883
2020/3/17 20:53:16;13.8541641235352;2020/3/17 20:53:16;36.8923606872559
2020/3/17 21:13:16;13.59375;2020/3/17 21:13:16;40.3356475830078
2020/3/17 21:33:16;13.1018524169922;2020/3/17 21:33:16;40.9143524169922
2020/3/17 21:53:16;13.1597213745117;2020/3/17 21:53:16;38.6284713745117
2020/3/17 22:13:16;13.1018524169922;2020/3/17 22:13:16;36.2268524169922
2020/3/17 22:33:16;12.8993034362793;2020/3/17 22:33:16;36.3715286254883
2020/3/17 22:53:16;12.5810203552246;2020/3/17 22:53:16;35.474536895752
2020/3/17 23:13:16;12.4074058532715;2020/3/17 23:13:16;34.4907417297363
2020/3/17 23:33:16;12.0891189575195;2020/3/17 23:33:16;35.3009262084961
2020/3/17 23:53:16;12.2337951660156;2020/3/17 23:53:16;35.5613441467285
2020/3/18 0:13:16;12.7546310424805;2020/3/18 0:13:16;33.6805534362793
2020/3/18 0:33:16;12.6678237915039;2020/3/18 0:33:16;32.8993034362793
2020/3/18 0:53:16;12.7546310424805;2020/3/18 0:53:16;32.1469917297363
2020/3/18 1:13:16;12.7546310424805;2020/3/18 1:13:16;32.0023155212402
2020/3/18 1:33:16;13.0439796447754;2020/3/18 1:33:16;32.9861106872559
2020/3/18 1:53:16;13.0150451660156;2020/3/18 1:53:16;32.6099548339844
2020/3/18 2:13:16;13.1018524169922;2020/3/18 2:13:16;33.1597213745117
2020/3/18 2:33:16;12.9571762084961;2020/3/18 2:33:16;35.8796310424805
2020/3/18 2:53:16;12.8993034362793;2020/3/18 2:53:16;39.9594917297363
2020/3/18 3:13:16;12.7256965637207;2020/3/18 3:13:16;46.0069465637207
2020/3/18 3:33:16;12.5231475830078;2020/3/18 3:33:16;50.6076393127441
2020/3/18 3:53:16;12.2916641235352;2020/3/18 3:53:16;50.3472213745117
2020/3/18 4:13:16;12.4074058532715;2020/3/18 4:13:16;51.7939796447754
2020/3/18 4:33:16;12.2337951660156;2020/3/18 4:33:16;52.2858810424805
2020/3/18 4:53:16;12.2916641235352;2020/3/18 4:53:16;51.7650489807129
2020/3/18 5:13:16;12.2627296447754;2020/3/18 5:13:16;51.9965286254883
2020/3/18 5:33:16;12.1759262084961;2020/3/18 5:33:16;50.8391189575195
2020/3/18 5:53:16;12.2916641235352;2020/3/18 5:53:16;50.4918975830078
2020/3/18 6:13:16;12.2627296447754;2020/3/18 6:13:16;48.4953689575195
2020/3/18 6:33:16;12.4652786254883;2020/3/18 6:33:16;47.8009262084961
2020/3/18 6:53:16;12.6678237915039;2020/3/18 6:53:16;46.1226844787598
2020/3/18 7:13:16;12.8703689575195;2020/3/18 7:13:16;46.2673606872559
2020/3/18 7:33:16;13.4201393127441;2020/3/18 7:33:16;46.2962951660156
2020/3/18 7:53:16;14.4039344787598;2020/3/18 7:53:16;44.6180534362793
2020/3/18 8:13:16;15.8506965637207;2020/3/18 8:13:16;41.0590286254883
2020/3/18 8:33:16;16.8634262084961;2020/3/18 8:33:16;39.6701393127441
2020/3/18 8:53:16;17.037036895752;2020/3/18 8:53:16;40.943286895752
2020/3/18 9:13:16;17.2106475830078;2020/3/18 9:13:16;41.4351844787598
2020/3/18 9:33:16;18.1944465637207;2020/3/18 9:33:16;41.1458358764648
2020/3/18 9:53:16;18.4548606872559;2020/3/18 9:53:16;39.5543975830078
2020/3/18 10:13:16;18.0497703552246;2020/3/18 10:13:16;41.087963104248
2020/3/18 10:33:16;17.962963104248;2020/3/18 10:33:16;40.943286895752
2020/3/18 10:53:16;17.962963104248;2020/3/18 10:53:16;40.7118034362793
2020/3/18 11:13:16;17.5868034362793;2020/3/18 11:13:16;41.6377296447754
2020/3/18 11:33:16;17.3842582702637;2020/3/18 11:33:16;42.8240737915039
2020/3/18 11:53:16;17.3263893127441;2020/3/18 11:53:16;45.3125
2020/3/18 12:13:16;16.5740737915039;2020/3/18 12:13:16;49.3344917297363
2020/3/18 12:33:16;16.6608810424805;2020/3/18 12:33:16;50.0578689575195
2020/3/18 12:53:16;16.9502296447754;2020/3/18 12:53:16;50.4629592895508
2020/3/18 13:13:16;17.037036895752;2020/3/18 13:13:16;50.2314796447754
2020/3/18 13:33:16;17.2106475830078;2020/3/18 13:33:16;50.0578689575195
2020/3/18 13:53:16;16.9212951660156;2020/3/18 13:53:16;50.6655082702637
2020/3/18 14:22:46;16.8055534362793;2020/3/18 14:22:46;52.1990699768066
2020/3/18 14:42:46;16.8923606872559;2020/3/18 14:42:46;50.9548606872559
2020/3/18 15:02:46;16.6319465637207;2020/3/18 15:02:46;53.7905082702637
2020/3/18 15:22:46;16.3136558532715;2020/3/18 15:22:46;55.9606475830078
2020/3/18 15:42:46;16.5740737915039;2020/3/18 15:42:46;55.9895820617676
2020/3/18 16:02:46;16.5740737915039;2020/3/18 16:02:46;56.3946800231934
2020/3/18 16:22:46;16.5162048339844;2020/3/18 16:22:46;55.9027786254883
2020/3/18 16:42:46;16.4872703552246;2020/3/18 16:42:46;54.3113403320313
2020/3/18 17:02:46;16.5740737915039;2020/3/18 17:02:46;54.4560203552246
2020/3/18 17:22:46;16.6319465637207;2020/3/18 17:22:46;52.5173606872559
2020/3/18 17:42:46;16.3136558532715;2020/3/18 17:42:46;52.9513893127441
2020/3/18 18:02:46;15.7349548339844;2020/3/18 18:02:46;54.658561706543
2020/3/18 18:22:46;15.5902786254883;2020/3/18 18:22:46;53.935188293457
2020/3/18 18:42:46;15.2141189575195;2020/3/18 18:42:46;56.0474510192871
2020/3/18 19:02:46;14.8958358764648;2020/3/18 19:02:46;57.2048606872559
2020/3/18 19:22:46;14.5775451660156;2020/3/18 19:22:46;57.5810203552246
2020/3/18 19:42:46;14.7800941467285;2020/3/18 19:42:46;55.5266189575195
2020/3/18 20:02:46;15.3587951660156;2020/3/18 20:02:46;52.4305572509766
2020/3/18 20:22:46;15.619213104248;2020/3/18 20:22:46;51.3599510192871
2020/3/18 20:42:46;15.474536895752;2020/3/18 20:42:46;52.0833320617676
2020/3/18 21:02:46;15.3009262084961;2020/3/18 21:02:46;52.6620407104492
2020/3/18 21:22:46;15.4166641235352;2020/3/18 21:22:46;52.4016189575195
2020/3/18 21:42:46;15.3009262084961;2020/3/18 21:42:46;52.5173606872559
2020/3/18 22:02:46;15.2719917297363;2020/3/18 22:02:46;52.8356475830078
2020/3/18 22:22:46;15.2719917297363;2020/3/18 22:22:46;52.8067092895508
2020/3/18 22:42:46;15.3298606872559;2020/3/18 22:42:46;52.5462989807129
2020/3/18 23:02:46;15.2141189575195;2020/3/18 23:02:46;53.4432907104492
2020/3/18 23:22:46;15.2141189575195;2020/3/18 23:22:46;53.7037010192871
2020/3/18 23:42:46;15.3009262084961;2020/3/18 23:42:46;53.2696800231934
2020/3/19 0:02:46;16.1979141235352;2020/3/19 0:02:46;23.3217601776123
2020/3/19 0:22:46;16.1689796447754;2020/3/19 0:22:46;19.3865737915039
2020/3/19 0:42:46;15.3009262084961;2020/3/19 0:42:46;24.5659732818604
2020/3/19 1:02:46;14.4618034362793;2020/3/19 1:02:46;28.6458339691162
2020/3/19 1:22:46;13.912036895752;2020/3/19 1:22:46;31.5104160308838
2020/3/19 1:42:46;13.5358810424805;2020/3/19 1:42:46;33.6226844787598
2020/3/19 2:02:46;12.6099548339844;2020/3/19 2:02:46;34.8958358764648
2020/3/19 2:22:46;11.6840286254883;2020/3/19 2:22:46;37.3553237915039
2020/3/19 2:42:46;11.2210655212402;2020/3/19 2:42:46;40.3935203552246
2020/3/19 3:02:46;11.0185203552246;2020/3/19 3:02:46;40.4803237915039
2020/3/19 3:22:46;10.8159713745117;2020/3/19 3:22:46;40.5092582702637
2020/3/19 3:42:46;10.7002296447754;2020/3/19 3:42:46;41.2037048339844
2020/3/19 4:02:46;10.5555553436279;2020/3/19 4:02:46;40.625
2020/3/19 4:22:46;10.2372703552246;2020/3/19 4:22:46;41.6666641235352
2020/3/19 4:42:46;10.4108791351318;2020/3/19 4:42:46;41.9849548339844
2020/3/19 5:02:46;10.5266208648682;2020/3/19 5:02:46;42.1585655212402
2020/3/19 5:22:46;10.7870349884033;2020/3/19 5:22:46;42.7083358764648
2020/3/19 5:42:46;10.5555553436279;2020/3/19 5:42:46;42.2743034362793
2020/3/19 6:02:46;10.2372703552246;2020/3/19 6:02:46;43.287036895752
2020/3/19 6:22:46;10.1215286254883;2020/3/19 6:22:46;44.2708358764648
2020/3/19 6:42:46;9.86111068725586;2020/3/19 6:42:46;44.994213104248
2020/3/19 7:02:46;10.0057849884033;2020/3/19 7:02:46;43.6053237915039
2020/3/19 7:22:46;10.7002296447754;2020/3/19 7:22:46;39.6990737915039
2020/3/19 7:42:46;11.6840286254883;2020/3/19 7:42:46;36.3136558532715
2020/3/19 8:02:46;12.5520858764648;2020/3/19 8:02:46;31.5393505096436
2020/3/19 8:22:46;13.3043975830078;2020/3/19 8:22:46;27.2280101776123
2020/3/19 8:42:46;14.1435203552246;2020/3/19 8:42:46;23.2928237915039
2020/3/19 9:02:46;15.4166641235352;2020/3/19 9:02:46;19.6469898223877
2020/3/19 9:22:46;15.4166641235352;2020/3/19 9:22:46;18.0844898223877
2020/3/19 9:42:46;15.474536895752;2020/3/19 9:42:46;14.8726854324341
2020/3/19 10:02:46;15.3298606872559;2020/3/19 10:02:46;14.9594898223877
2020/3/19 10:22:46;15.7349548339844;2020/3/19 10:22:46;13.628472328186
2020/3/19 10:42:46;15.6481475830078;2020/3/19 10:42:46;13.3391199111938
2020/3/19 11:02:46;15.5613441467285;2020/3/19 11:02:46;12.181713104248
2020/3/19 11:22:46;15.4456024169922;2020/3/19 11:22:46;13.0497674942017
2020/3/19 11:42:46;14.837963104248;2020/3/19 11:42:46;13.3391199111938
2020/3/19 12:02:46;14.6354141235352;2020/3/19 12:02:46;14.6412029266357
2020/3/19 12:22:46;14.8668975830078;2020/3/19 12:22:46;14.496527671814
2020/3/19 12:42:46;15.1851844787598;2020/3/19 12:42:46;14.6122674942017
2020/3/19 13:02:46;15.1273155212402;2020/3/19 13:02:46;14.7280101776123
2020/3/19 13:22:46;15.0115737915039;2020/3/19 13:22:46;13.3680553436279
2020/3/19 13:42:46;15.1273155212402;2020/3/19 13:42:46;11.834490776062
2020/3/19 14:02:46;14.4618034362793;2020/3/19 14:02:46;10.3009262084961
2020/3/19 14:22:46;14.3460655212402;2020/3/19 14:22:46;11.0243053436279
2020/3/19 14:42:46;14.8958358764648;2020/3/19 14:42:46;12.4131946563721
2020/3/19 15:02:46;14.3460655212402;2020/3/19 15:02:46;12.7025470733643
2020/3/19 15:22:46;14.6354141235352;2020/3/19 15:22:46;13.3101854324341
2020/3/19 15:42:46;14.6064796447754;2020/3/19 15:42:46;12.7604169845581
2020/3/19 16:02:46;14.8668975830078;2020/3/19 16:02:46;12.7025470733643
2020/3/19 16:22:46;14.9826393127441;2020/3/19 16:22:46;12.847222328186
2020/3/19 16:42:46;14.7800941467285;2020/3/19 16:42:46;12.934027671814
2020/3/19 17:02:46;14.6354141235352;2020/3/19 17:02:46;13.4548606872559
2020/3/19 17:22:46;14.693286895752;2020/3/19 17:22:46;13.4548606872559
2020/3/19 17:42:46;14.693286895752;2020/3/19 17:42:46;13.7731475830078
2020/3/19 18:02:46;14.4039344787598;2020/3/19 18:02:46;13.6574077606201
2020/3/19 18:22:46;14.4039344787598;2020/3/19 18:22:46;14.4386577606201
2020/3/19 18:42:46;13.8541641235352;2020/3/19 18:42:46;14.9594898223877
2020/3/19 19:02:46;13.6226844787598;2020/3/19 19:02:46;14.7858800888062
2020/3/19 19:22:46;13.3912048339844;2020/3/19 19:22:46;14.8148145675659
2020/3/19 19:42:46;13.1597213745117;2020/3/19 19:42:46;15.3645830154419
2020/3/19 20:02:46;12.5231475830078;2020/3/19 20:02:46;15.2199077606201
2020/3/19 20:22:46;12.5231475830078;2020/3/19 20:22:46;15.9143524169922
2020/3/19 20:42:46;11.7418994903564;2020/3/19 20:42:46;15.0752325057983
2020/3/19 21:02:46;11.5972213745117;2020/3/19 21:02:46;17.3321762084961
2020/3/19 21:22:46;11.7129650115967;2020/3/19 21:22:46;15.5092601776123
2020/3/19 21:42:46;11.5104160308838;2020/3/19 21:42:46;15.7407398223877
2020/3/19 22:02:46;11.5104160308838;2020/3/19 22:02:46;18.3738422393799
2020/3/19 22:22:46;10.9606494903564;2020/3/19 22:22:46;22.193286895752
2020/3/19 22:42:46;10.4108791351318;2020/3/19 22:42:46;23.6111106872559
2020/3/19 23:02:46;9.77430534362793;2020/3/19 23:02:46;23.0034732818604
2020/3/19 23:22:46;10.0925941467285;2020/3/19 23:22:46;27.1122703552246
2020/3/19 23:42:46;9.77430534362793;2020/3/19 23:42:46;27.1122703552246
2020/3/20 0:02:46;9.65856552124023;2020/3/20 0:02:46;28.6458339691162
2020/3/20 0:22:46;9.62962913513184;2020/3/20 0:22:46;32.1759262084961
2020/3/20 0:42:46;9.77430534362793;2020/3/20 0:42:46;32.6678237915039
2020/3/20 1:02:46;9.94791603088379;2020/3/20 1:02:46;33.0150451660156
2020/3/20 1:22:46;10.0925941467285;2020/3/20 1:22:46;33.4490737915039
2020/3/20 1:42:46;9.71643447875977;2020/3/20 1:42:46;32.4074058532715
2020/3/20 2:02:46;10.1215286254883;2020/3/20 2:02:46;33.1597213745117
2020/3/20 2:22:46;10.0925941467285;2020/3/20 2:22:46;31.0763893127441
2020/3/20 2:42:46;10.0925941467285;2020/3/20 2:42:46;30.6712951660156
2020/3/20 3:02:46;9.86111068725586;2020/3/20 3:02:46;30.9895839691162
2020/3/20 3:22:46;10.0057849884033;2020/3/20 3:22:46;29.5717601776123
2020/3/20 3:42:46;10.3819446563721;2020/3/20 3:42:46;33.7384262084961
2020/3/20 4:02:46;10.0057849884033;2020/3/20 4:02:46;31.7418994903564
2020/3/20 4:22:46;9.97685050964355;2020/3/20 4:22:46;37.037036895752
2020/3/20 4:42:46;9.77430534362793;2020/3/20 4:42:46;37.7893524169922
2020/3/20 5:02:46;9.94791603088379;2020/3/20 5:02:46;38.6284713745117
2020/3/20 5:22:46;10.5555553436279;2020/3/20 5:22:46;39.9016189575195
2020/3/20 5:42:46;10.3819446563721;2020/3/20 5:42:46;40.7118034362793
2020/3/20 6:02:46;10.5266208648682;2020/3/20 6:02:46;39.0914344787598
2020/3/20 6:22:46;10.2951393127441;2020/3/20 6:22:46;44.9652786254883
2020/3/20 6:42:46;10.5266208648682;2020/3/20 6:42:46;48.5243034362793
2020/3/20 7:02:46;10.6423606872559;2020/3/20 7:02:46;52.5462989807129
2020/3/20 7:22:46;10.8159713745117;2020/3/20 7:22:46;57.002311706543
2020/3/20 7:42:46;11.1631946563721;2020/3/20 7:42:46;60.0983810424805
2020/3/20 8:02:46;12.0891189575195;2020/3/20 8:02:46;58.4201393127441
2020/3/20 8:22:46;12.8414344787598;2020/3/20 8:22:46;56.5682907104492
2020/3/20 8:42:46;13.4780082702637;2020/3/20 8:42:46;54.2534713745117
2020/3/20 9:02:46;13.8541641235352;2020/3/20 9:02:46;52.9803199768066
2020/3/20 9:22:46;14.1435203552246;2020/3/20 9:22:46;52.5173606872559
2020/3/20 9:42:46;14.4618034362793;2020/3/20 9:42:46;51.5625
2020/3/20 10:02:46;14.5775451660156;2020/3/20 10:02:46;51.1284713745117
2020/3/20 10:22:46;15.0694465637207;2020/3/20 10:22:46;49.537036895752
2020/3/20 10:42:46;14.4907417297363;2020/3/20 10:42:46;50.4050903320313
2020/3/20 11:02:46;14.2592582702637;2020/3/20 11:02:46;50.2604179382324
2020/3/20 11:22:46;14.4618034362793;2020/3/20 11:22:46;48.7847213745117
2020/3/20 11:42:46;14.8668975830078;2020/3/20 11:42:46;48.2060203552246
2020/3/20 12:02:46;14.3460655212402;2020/3/20 12:02:46;48.7847213745117
2020/3/20 12:22:46;14.056713104248;2020/3/20 12:22:46;49.4791641235352
2020/3/20 12:42:46;14.4907417297363;2020/3/20 12:42:46;50.2314796447754
2020/3/20 13:02:46;14.4328689575195;2020/3/20 13:02:46;49.5081024169922
2020/3/20 13:22:46;14.6064796447754;2020/3/20 13:22:46;50.028938293457
2020/3/20 13:42:46;14.9826393127441;2020/3/20 13:42:46;47.8587951660156
2020/3/20 14:02:46;14.9247703552246;2020/3/20 14:02:46;48.7847213745117
2020/3/20 14:22:46;15.0115737915039;2020/3/20 14:22:46;47.8877296447754
2020/3/20 14:42:46;15.1273155212402;2020/3/20 14:42:46;45.9201393127441
2020/3/20 15:02:46;15.2719917297363;2020/3/20 15:02:46;46.1226844787598
2020/3/20 15:22:46;15.0405082702637;2020/3/20 15:22:46;47.5983810424805
2020/3/20 15:42:46;15.0405082702637;2020/3/20 15:42:46;47.0196762084961
2020/3/20 16:02:46;14.837963104248;2020/3/20 16:02:46;48.4664344787598
2020/3/20 16:22:46;15.0115737915039;2020/3/20 16:22:46;48.5821762084961
2020/3/20 16:42:46;14.8958358764648;2020/3/20 16:42:46;49.9710655212402
2020/3/20 17:02:46;14.693286895752;2020/3/20 17:02:46;51.2442092895508
2020/3/20 17:22:46;14.2881965637207;2020/3/20 17:22:46;53.0671310424805
2020/3/20 17:42:46;14.2013893127441;2020/3/20 17:42:46;53.3564796447754
2020/3/20 18:02:46;14.4907417297363;2020/3/20 18:02:46;52.4016189575195
2020/3/20 18:22:46;14.5486106872559;2020/3/20 18:22:46;52.8067092895508
2020/3/20 18:42:46;14.4039344787598;2020/3/20 18:42:46;53.5590286254883
2020/3/20 19:02:46;14.5486106872559;2020/3/20 19:02:46;52.6909713745117
2020/3/20 19:22:46;14.4907417297363;2020/3/20 19:22:46;53.153938293457
2020/3/20 19:42:46;14.7511558532715;2020/3/20 19:42:46;53.0092582702637
2020/3/20 20:02:46;14.3460655212402;2020/3/20 20:02:46;54.1377296447754
2020/3/20 20:22:46;14.2881965637207;2020/3/20 20:22:46;54.6006927490234
2020/3/20 20:42:46;14.1435203552246;2020/3/20 20:42:46;55.7002296447754
2020/3/20 21:02:46;13.9699058532715;2020/3/20 21:02:46;56.3078689575195
2020/3/20 21:22:46;13.5648155212402;2020/3/20 21:22:46;57.2627296447754
2020/3/20 21:42:46;13.7384262084961;2020/3/20 21:42:46;56.1631927490234
2020/3/20 22:02:46;13.8541641235352;2020/3/20 22:02:46;54.4560203552246
2020/3/20 22:22:46;13.8831024169922;2020/3/20 22:22:46;54.2245407104492
2020/3/20 22:42:46;13.8541641235352;2020/3/20 22:42:46;54.4560203552246
2020/3/20 23:02:46;13.4780082702637;2020/3/20 23:02:46;54.8321800231934
2020/3/20 23:22:46;13.8252296447754;2020/3/20 23:22:46;53.3854179382324
2020/3/20 23:42:46;13.4490737915039;2020/3/20 23:42:46;54.9768524169922
2020/3/21 0:02:46;13.275463104248;2020/3/21 0:02:46;56.3946800231934
2020/3/21 0:22:46;13.4780082702637;2020/3/21 0:22:46;55.5266189575195
2020/3/21 0:42:46;13.7094917297363;2020/3/21 0:42:46;55.46875
2020/3/21 1:02:46;13.0439796447754;2020/3/21 1:02:46;56.1631927490234
2020/3/21 1:22:46;12.9571762084961;2020/3/21 1:22:46;56.8576393127441
2020/3/21 1:42:46;12.9571762084961;2020/3/21 1:42:46;57.5810203552246
2020/3/21 2:02:46;13.1018524169922;2020/3/21 2:02:46;55.8738403320313
2020/3/21 2:22:46;12.9571762084961;2020/3/21 2:22:46;57.6099510192871
2020/3/21 2:42:46;12.6099548339844;2020/3/21 2:42:46;59.4907417297363
2020/3/21 3:02:46;12.8125;2020/3/21 3:02:46;62.2106475830078
2020/3/21 3:22:46;12.7546310424805;2020/3/21 3:22:46;61.1111106872559
2020/3/21 3:42:46;12.5231475830078;2020/3/21 3:42:46;62.0949096679688
2020/3/21 4:02:46;12.8993034362793;2020/3/21 4:02:46;60.5902786254883
2020/3/21 4:22:46;13.1597213745117;2020/3/21 4:22:46;59.9537010192871
2020/3/21 4:42:46;14.0277786254883;2020/3/21 4:42:46;57.1469917297363
2020/3/21 5:02:46;13.5358810424805;2020/3/21 5:02:46;59.346061706543
2020/3/21 5:22:46;13.4490737915039;2020/3/21 5:22:46;58.3622703552246
2020/3/21 5:42:46;13.4780082702637;2020/3/21 5:42:46;58.2175903320313
2020/3/21 6:02:46;13.275463104248;2020/3/21 6:02:46;60.2430572509766
2020/3/21 6:22:46;12.8703689575195;2020/3/21 6:22:46;64.6412048339844
2020/3/21 6:42:46;13.5358810424805;2020/3/21 6:42:46;63.3391189575195
2020/3/21 7:02:46;13.5358810424805;2020/3/21 7:02:46;65.9722213745117
2020/3/21 7:22:46;13.9699058532715;2020/3/21 7:22:46;65.3645782470703
2020/3/21 7:42:46;14.9247703552246;2020/3/21 7:42:46;63.1365699768066
2020/3/21 8:02:46;15.4456024169922;2020/3/21 8:02:46;60.0694427490234
